JH_CALBODY,JH_INVBASDOC,LUHAO,PK_INSPECTIONCHECK,JH_INVNAME,JH_INSPECTIONRELAPLAN,JH_INSPECTIONRELAPLANNAME,JH_INSPECTIONPLAN,8区平均μm,Al%,As%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,Cu+Ni,C级,D级,Mo%,N%,Ni%,P+S%,Sn%,Ti夹杂,Ti夹杂物μm,备注,编号,脆性MAXμm,断面收缩率%,复核,硅含量%,过热级,基本组织,基体组织,晶粒度级,抗拉强度MPa,来源,磷含量%,硫含量%,炉号,锰含量%,偏析级,破断力KN,全脱碳μm,日期,JY_TIME,实测直径mm,索氏体率%,碳当量,碳当量%,碳含量%,椭圆度mm,网状组织级别级,网状组织级别级小于1,显微组织,心部马氏体岛级别级,样品来源,最大纵向横向夹杂尺寸μm,最深μm,CHECK_HG_FLAG,NASSISTNUM,NNUM,DSL
1001A110000000001H8R,0001B21000000004ZBB3,48,MD0000000005JQ8BDV0P,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.014,0.011,,,0.5,0.5,0.001,,0.002,0.034,,0,,,832,,49.6,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1154,质量中心,0.021,0.013,A825537,0.53,2,27.9,0,2018/10/8,2018/10/8 0:00,5.55,90,,,0.832,0.17,0,,,0,,1,0,合格,2921441.684,928808571,1.209254738
1001A110000000001H8R,0001A11000000000JJN3,49,MD0000000005JQ8B4OAR,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,5,0.001,,0.5,0.5,0.022,0.01,,,0.5,0.5,0.002,,0.002,0.026,,0,,,216,,46.2,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1137,质量中心,0.013,0.013,1827658,0.52,1,27.04,0,2018/10/1,2018/10/1 0:00,5.5,90,,,0.821,0.04,0,,,0,,1,38,合格,1164441.637,497816387,2.455022496
1001A110000000001H8R,0001A11000000000JJN3,50,MD0000000005JQ8B2ZJS,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,13,0.004,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.001,,0.02,0.023,,0,,,450,,42.2,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1136,质量中心,0.012,0.011,1832862,0.53,1,27.86,0,2018/4/14,2018/4/14 0:00,5.59,90,,,0.825,0.08,0,,,0,,1,46,合格,1752061.705,1025750973,3.28313164
1001A110000000001H8R,0001A11000000000JJN3,51,MD0000000005JQ8B2Q3P,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.028,0.008,,,0.5,0.5,0.001,,0.019,0.022,,0,,,894,,46.2,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1166,质量中心,0.015,0.007,1831741,0.51,2,27.69,0,2018/3/18,2018/3/18 0:00,5.5,90,,,0.828,0.15,0,,,0,,1,0,合格,1954878.114,826756957.4,1.527943106
1001A110000000001H8R,1001A1100000000CP7W8,52,MD0000000005JQ8B7FUD,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,6,0.001,,0.5,0.5,0.024,0.009,,,0.5,0.5,0.001,,0.019,0.022,,0,,,934,,45.5,崔恒伟,0.19,1,,S+微量F+少量P,9.5,1027,质量中心,0.007,0.015,1834540,0.54,2,25.11,0,2018/6/22,2018/6/22 0:00,5.58,90,,,0.727,0.08,0,,,0,,1,48,合格,524380.1422,191591966,1.657922305
1001A110000000001H8R,0001B21000000004ZBB3,53,MD0000000005JQ8BDEKM,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.018,0.007,,,0.5,0.5,0.001,,0.018,0.019,,0,,,372,,45.4,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1151,质量中心,0.012,0.007,A810544,0.51,1,27.34,0,2018/4/10,2018/4/10 0:00,5.52,90,,,0.814,0.2,0,,,0,,1,0,合格,1973050.795,694214138,1.335168227
1001A110000000001H8R,0001A11000000000JJN3,54,MD0000000005JQ8B56CX,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.029,0.013,,,0.5,0.5,0.002,,0.002,0.025,,0,,,94,,44.6,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1135,质量中心,0.015,0.01,1829631,0.52,2,27.56,0,2018/12/2,2018/12/2 0:00,5.56,90,,,0.829,0.12,0,,,0,,1,0,合格,1566713.417,726120105.1,3.3224865
1001A110000000001H8R,1001A1100000000CP7W8,55,MD0000000005JQ8B7VPV,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,9,0.001,,0.5,0.5,0.015,0.01,,,0.5,0.5,0.001,,0.002,0.024,,0,,,460,,49.7,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1026,质量中心,0.015,0.009,1836157E,0.51,2,24.11,0,2018/8/5,2018/8/5 0:00,5.47,90,,,0.741,0.22,0,,,0,,1,36,合格,755750.6003,297914908,1.482500994
1001A110000000001H8R,1001A1100000000CP7W8,56,MD0000000005JQ8B8DTY,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.023,0.013,,,0.5,0.5,0.001,,0.002,0.018,,0,,,1706,,50.6,崔恒伟,0.19,1,,S+微量F+少量P,9.5,1068,质量中心,0.009,0.009,1838900F,0.53,2,25.27,0,2018/10/28,2018/10/28 0:00,5.49,90,,,0.732,0.16,0,,,0,,1,0,合格,244422.162,162157052,2.368583935
1001A110000000001H8R,0001A11000000000JJN3,57,MD0000000005JQ8B23LP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.025,0.008,,,0.5,0.5,0.001,,0.018,0.021,,0,,,272,,43.8,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1137,质量中心,0.013,0.008,1739730,0.53,2,27.52,0,2018/1/5,2018/1/5 0:00,5.55,90,,,0.836,0.1,0,,,0,,1,0,合格,2555494.544,1206915602,2.369201763
1001A110000000001H8R,1001A110000000009MGI,58,MD0000000005JQ8BMSBK,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.013,0.01,0.024,,0.5,0.5,0.001,0.005,0.001,0.019,0.002,,0,,944,5,44.7,崔恒伟,0.21,1,,,9.5,1024,,0.011,0.008,A814121,0.52,2,24.68,0,2018/8/23,2018/8/23 0:00,5.54,90,,0.766,0.73,0.18,0,,S+微量F+少量P,0,质量中心,1,0,合格,1741359.833,1205637487,2.304202756
1001A110000000001H8R,1001A1100000000CP7W8,59,MD0000000005JQ8B7LJZ,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.026,0.011,,,0.5,0.5,0.001,,0.001,0.024,,0,,,718,,48.6,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1047,质量中心,0.012,0.012,1835455,0.52,2,24.69,,2018/7/11,2018/7/11 0:00,5.48,90,,,0.725,0.2,0,,,0,,1,0,合格,70346.1052,17329369,0.504124038
1001A110000000001H8R,0001A11000000000JJN3,60,MD0000000005JQ8B2JVR,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.034,0.01,,,0.5,0.5,0.001,,0.018,0.026,,0,,,232,,46,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1158,质量中心,0.016,0.01,1831332,0.53,2,28.01,0,2018/3/2,2018/3/2 0:00,5.55,90,,,0.826,0.14,0,,,0,,1,0,合格,2748248.756,968698501,1.367350666
1001A110000000001H8R,0001A11000000000JJN6,61,MD0000000005JQ8BHA2Q,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.014,0.006,0.022,,0.5,0.5,0.003,0.006,0.002,0.023,0.001,,0,,1102,5,49,崔恒伟,0.2,1,,,9.5,1100,,0.018,0.005,1836860,0.51,2,26.61,0,2018/8/25,2018/8/25 0:00,5.55,90,,0.843,0.81,0.18,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,456351.43,332809855,4.785261574
1001A110000000001H8R,1001A110000000009MGI,62,MD0000000005JQ8BMG24,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.014,0.007,0.022,,0.5,0.5,0.001,0.006,0.001,0.021,0.003,,0,,1080,5,48.7,崔恒伟,0.18,1,,,9.5,1035,,0.013,0.008,A813509,0.52,2,24.86,0,2018/6/22,2018/6/22 0:00,5.53,90,,0.763,0.727,0.13,0,,S+微量F+少量P,0,质量中心,1,0,合格,2122615.28,1378348928,2.716496126
1001A110000000001H8R,0001A11000000000JJN3,63,MD0000000005JQ8B4NCJ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,5,0.001,,0.5,0.5,0.023,0.009,,,0.5,0.5,0.002,,0.002,0.026,,0,,,150,,51.1,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1146,质量中心,0.014,0.012,1837926,0.53,2,27.42,0,2018/10/1,2018/10/1 0:00,5.52,90,,,0.827,0.04,0,,,0,,1,42,合格,1991973.184,1084374499,4.315942086
1001A110000000001H8R,1001A110000000009MGI,64,MD0000000005JQ8BLMEY,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.016,0.011,0.045,,0.5,0.5,0.001,0.006,0.018,0.015,0.003,,0,,1102,0,45.8,吕青,0.19,1,,,9.5,1006,,0.007,0.008,A811419,0.54,2,23.98,0,2018/3/18,2018/3/18 0:00,5.51,90,,0.761,0.719,0.16,0,,S+微量F+少量P,0,质量中心,1,0,合格,2826350.851,1702877415,4.404709167
1001A110000000001H8R,0001A11000000000JJN3,65,MD0000000005JQ8B2HSW,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.023,0.008,,,0.5,0.5,0.001,,0.017,0.023,,0,,,736,,45.3,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1112,质量中心,0.015,0.008,1830902,0.51,2,26.7,0,2018/2/9,2018/2/9 0:00,5.53,90,,,0.814,0.15,0,,,0,,1,0,合格,2452015.679,1186438932,1.861339509
1001A110000000001H8R,0001A11000000000JJN3,66,MD0000000005JQ8B2RY0,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,7,0.004,,0.5,0.5,0.022,0.009,,,0.5,0.5,0.001,,0.018,0.019,,0,,,1328,,45.4,吕青,0.21,1,,S+微量Fe3C+少量P,9.5,1143,质量中心,0.012,0.007,1831855,0.52,2,27.45,0,2018/3/22,2018/3/22 0:00,5.53,90,,,0.817,0.11,0,,,0,,1,27,合格,1519186.809,952429654,3.954185892
1001A110000000001H8R,0001B21000000004ZBB3,67,MD0000000005JQ8BDMMV,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,10,0.001,,0.5,0.5,0.007,0.013,,,0.5,0.5,0.003,,0.001,0.024,,0,,,1596,,40.7,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1109,质量中心,0.012,0.012,A823965,0.53,2,26.93,,2018/7/23,2018/7/23 0:00,5.54,90,,,0.81,0.16,0,,,0,,1,35,合格,2696501.723,1088475508,2.112658253
1001A110000000001H8R,0001A11000000000JJN6,68,MD0000000005JQ8BGVKN,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.015,0.007,0.041,,0.5,0.5,0.001,0.006,0.019,0.018,0.003,,0,,290,5,47.7,崔恒伟,0.2,1,,,9.5,1160,,0.012,0.006,1834409,0.54,1,27.86,0,2018/6/3,2018/6/3 0:00,5.53,90,,0.863,0.821,0.13,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,1052017.138,421233705,5.156827352
1001A110000000001H8R,1006B21000000000033F,69,MD0000000005JQ8BHYCJ,武钢WLX82AG,IR0000000005ITOC2YZV,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.015,0.012,0.028,,0.5,0.5,0.004,0.006,0.001,0.017,0.005,,0,,878,5,48.7,崔恒伟,0.21,1,,,9.5,1139,,0.01,0.007,A814668,0.53,2,27.45,0,2018/8/23,2018/8/23 0:00,5.54,90,,0.859,0.82,0.21,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,2262640.402,828863075,3.770044145
1001A110000000001H8R,0001A11000000000JJN3,70,MD0000000005JQ8B5004,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.017,0.013,,,0.5,0.5,0.001,,0.002,0.023,,0,,,106,,46.7,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1142,质量中心,0.014,0.009,1838989,0.54,2,27.13,0,2018/11/1,2018/11/1 0:00,5.5,90,,,0.846,0.09,0,,,0,,1,0,合格,2055348.488,1152181002,3.531489923
1001A110000000001H8R,0001A11000000000JJN6,71,MD0000000005JQ8BGB38,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.021,0.007,0.045,,0.5,0.5,0.001,0.006,0.017,0.017,0.003,,0,,728,5,47.2,崔恒伟,0.19,1,,,9.5,1112,,0.012,0.005,1830933B,0.51,2,26.33,0,2018/2/9,2018/2/9 0:00,5.49,90,,0.856,0.823,0.16,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,1099869.981,544396003,5.324743326
1001A110000000001H8R,0001A11000000000JJN3,72,MD0000000005JQ8B2LSL,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.054,0.008,,,0.5,0.5,0.001,,0.02,0.022,,0,,,346,,43.9,吕青,0.2,1,,S+微量Fe3C+少量P,9.5,1127,质量中心,0.014,0.008,1831292,0.52,2,27.35,0,2018/3/2,2018/3/2 0:00,5.56,90,,,0.834,0.02,0,,,0,,1,0,合格,957417.8461,516951989,2.836927339
1001A110000000001H8R,1001A1100000000CP7W8,73,MD0000000005JQ8B8IEY,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.027,0.013,,,0.5,0.5,0.001,,0.002,0.015,,0,,,543,,51.1,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1072,质量中心,0.008,0.007,1829124,0.54,2,25.65,0,2018/11/14,2018/11/14 0:00,5.52,90,,,0.744,0.14,0,,,0,,1,0,合格,1150248.24,574532259,2.173777227
1001A110000000001H8R,0001A11000000000JJN3,74,MD0000000005JQ8B3TLI,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.03,0.01,,,0.5,0.5,0.001,,0.001,0.022,,0,,,130,,48,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1173,质量中心,0.015,0.007,1824895,0.53,2,27.37,,2018/7/1,2018/7/1 0:00,5.45,90,,,0.818,0.24,0,,,0,,1,0,合格,355740.6984,243840214,3.434714175
1001A110000000001H8R,0001B21000000004ZBB3,75,MD0000000005JQ8BDI3P,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,1,0.5,0.024,0.008,,,0.5,0.5,0.001,,0.019,0.018,,0,,,482,,42.7,崔恒伟,0.17,1,,S+微量Fe3C+少量P,9.5,1117,质量中心,0.01,0.008,A822525,0.51,1,27.01,0,2018/6/5,2018/6/5 0:00,5.55,90,,,0.819,0.11,0,,,0,,1,0,合格,2915077.609,764800715,0.881002392
1001A110000000001H8R,0001A11000000000JJN3,76,MD0000000005JQ8B30BL,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.02,0.01,,,0.5,0.5,0.001,,0.019,0.021,,0,,,486,,41.4,吕青,0.17,1,,S+微量Fe3C+少量P,9.5,1107,质量中心,0.012,0.009,1832548,0.52,2,26.77,0,2018/4/14,2018/4/14 0:00,5.55,90,,,0.832,0.21,0,,,0,,1,0,合格,1213031.39,640735879,3.127868864
1001A110000000001H8R,0001A11000000000JJN3,77,MD0000000005JQ8B3XVM,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.022,0.009,,,0.5,0.5,0.001,,0.001,0.029,,0,,,344,,46.2,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1153,质量中心,0.016,0.013,1835103,0.51,2,27.69,,2018/7/1,2018/7/1 0:00,5.53,90,,,0.83,0.2,0,,,0,,1,0,合格,1233755.714,578803871,2.295699901
1001A110000000001H8R,0001A11000000000JJN3,78,MD0000000005JQ8B4M7W,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.018,0.009,,,0.5,0.5,0.002,,0.002,0.021,,0,,,112,,51.9,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1128,质量中心,0.014,0.007,1837842,0.54,2,27.17,0,2018/10/1,2018/10/1 0:00,5.53,90,,,0.828,0.06,0,,,0,,1,0,合格,1778189.424,1003476512,4.049627287
1001A110000000001H8R,0001A11000000000JJN3,79,MD0000000005JQ8B44XG,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.029,0.01,,,0.5,0.5,0.004,,0.002,0.02,,0,,,120,,43,崔恒伟,0.22,1,,S+微量Fe3C+少量P,9.5,1144,质量中心,0.012,0.008,1815276,0.53,2,28.07,0,2018/8/1,2018/8/1 0:00,5.52,90,,,0.841,0.24,0,,,0,,1,0,合格,2214861.445,833110172,1.950841447
1001A110000000001H8R,0001B21000000004ZBB3,80,MD0000000005JQ8BDJ9D,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,8,0.001,,0.5,0.5,0.008,0.012,,,0.5,0.5,0.001,,0.001,0.023,,0,,,1256,,42.4,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1139,质量中心,0.013,0.01,A813647,0.52,2,27.66,0,2018/6/22,2018/6/22 0:00,5.56,90,,,0.824,0.11,0,,,0,,1,31,合格,3039391.586,952063778,1.913133317
1001A110000000001H8R,0001A11000000000JJN3,81,MD0000000005JQ8B4OU0,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.028,0.011,,,0.5,0.5,0.002,,0.002,0.027,,0,,,234,,47.7,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1144,质量中心,0.013,0.014,1837951C,0.54,1,27.17,0,2018/10/1,2018/10/1 0:00,5.5,90,,,0.821,0.14,0,,,0,,1,0,合格,2042418.054,887638354.4,3.133676092
1001A110000000001H8R,1001A1100000000CP7W8,82,MD0000000005JQ8B7VJM,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,9,0.001,,0.5,0.5,0.018,0.011,,,0.5,0.5,0.002,,0.002,0.019,,0,,,354,,52.1,崔恒伟,0.17,1,,S+微量F+少量P,9.5,1073,质量中心,0.015,0.004,1835690A,0.53,1,25.67,0,2018/8/5,2018/8/5 0:00,5.52,90,,,0.69,0.18,0,,,0,,1,36,合格,532349.3151,209393149,1.089756772
1001A110000000001H8R,1001A1100000000CP7W8,83,MD0000000005JQ8B6ID5,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,4,0.001,,0.5,0.5,0.052,0.011,,,0.5,0.5,0.001,,0.018,0.015,,0,,,1370,,45.9,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1038,质量中心,0.008,0.007,1830456,0.55,2,24.85,0,2018/1/23,2018/1/23 0:00,5.52,90,,,0.717,0.12,0,,,0,,1,35,合格,580006.444,252621085,3.274200921
1001A110000000001H8R,0001A11000000000JJN3,84,MD0000000005JQ8B41KM,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.032,0.013,,,0.5,0.5,0.001,,0.012,0.038,,0,,,758,,47.6,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1100,质量中心,0.023,0.015,1835337F,0.53,2,26.24,,2018/7/15,2018/7/15 0:00,5.51,90,,,0.821,0.2,0,,,0,,1,0,合格,851083.5557,489143936,3.227826351
1001A110000000001H8R,0001A11000000000JJN3,85,MD0000000005JQ8B45RE,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,3,0.001,,0.5,0.5,0.014,0.009,,,0.5,0.5,0.004,,0.002,0.018,,0,,,172,,44.2,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1116,质量中心,0.012,0.006,1835912B,0.53,2,26.43,0,2018/8/1,2018/8/1 0:00,5.49,90,,,0.798,0.27,0,,,0,,1,24,合格,757715.2146,457441130,2.189746068
1001A110000000001H8R,1006B21000000000033F,86,MD0000000005JQ8BHZNR,武钢WLX82AG,IR0000000005ITOC2YZV,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.007,0.02,0.029,,0.5,0.5,0.001,0.006,0.002,0.021,0.002,,0,,990,5,47.6,崔恒伟,0.21,1,,,9.5,1158,,0.014,0.007,A815213,0.52,2,28.31,0,2018/9/28,2018/9/28 0:00,5.58,90,,0.848,0.812,0.04,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,3147502.54,2300084617,6.970645805
1001A110000000001H8R,0001A11000000000JJN6,87,MD0000000005JQ8BH0O2,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.015,0.009,0.025,,0.5,0.5,0.002,0.006,0.001,0.025,0.003,,0,,840,5,46.8,崔恒伟,0.19,1,,,9.5,1141,,0.019,0.006,1835502,0.53,2,27.48,,2018/7/15,2018/7/15 0:00,5.54,90,,0.885,0.846,0.17,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,1036528.148,466841441,5.658896033
1001A110000000001H8R,0001A11000000000JJN6,88,MD0000000005JQ8BH9IN,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.018,0.007,0.027,,0.5,0.5,0.003,0.006,0.002,0.021,0.001,,0,,1214,5,45.1,崔恒伟,0.2,1,,,9.5,1133,,0.015,0.006,1836875,0.51,2,26.72,0,2018/8/24,2018/8/24 0:00,5.48,90,,0.839,0.806,0.14,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,160020.1547,91945716,3.403358808
1001A110000000001H8R,1001A110000000009MGI,89,MD0000000005JQ8BLDRA,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.03,0.01,0.058,,0.5,0.5,0.001,0.006,0.018,0.018,0.003,,0,,1116,5,50.1,崔恒伟,0.18,1,,,9.5,1051,,0.008,0.01,A810648,0.52,2,25.15,0,2018/2/24,2018/2/24 0:00,5.52,90,,0.759,0.723,0.12,0,,S+微量F+少量P,0,质量中心,1,0,合格,728147.5217,485339494,2.297085712
1001A110000000001H8R,0001A11000000000JJN3,90,MD0000000005JQ8B1WA5,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.021,0.01,,,0.5,0.5,0.001,,0.018,0.022,,0,,,1320,,45.6,,0.21,1,,S+微量Fe3C+少量P,9.5,1149,质量中心,0.012,0.01,1739471,0.53,2,27.61,0,2017/12/22,2017/12/22 0:00,5.53,90,,,0.836,0.16,0,,,0,,1,0,合格,676803.5622,342931737,2.611258908
1001A110000000001H8R,1001A1100000000CP7W8,91,MD0000000005JQ8B7G6R,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.029,0.008,,,0.5,0.5,0.001,,0.001,0.02,,0,,,100,,45.8,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1073,质量中心,0.015,0.005,1834896,0.52,2,25.76,,2018/7/1,2018/7/1 0:00,5.53,90,,,0.72,0.19,0,,,0,,1,0,合格,1442063.376,561556190,1.481595596
1001A110000000001H8R,0001A11000000000JJN6,92,MD0000000005JQ8BG4Q7,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,5,0.004,,0.5,0.5,0.016,0.008,0.043,,0.5,0.5,0.001,0.006,0.019,0.017,0.003,,0,,808,5,43.4,崔恒伟,0.18,1,,,9.5,1106,,0.01,0.007,1830094,0.53,1,26.57,0,2018/1/12,2018/1/12 0:00,5.53,90,,0.871,0.832,0.06,0,,S+微量Fe3C+少量P,0,质量中心,1,40,合格,1143711.38,672660699,4.872719736
1001A110000000001H8R,1001A110000000009MGI,93,MD0000000005JQ8BME80,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.015,0.011,0.027,,0.5,0.5,0.001,0.006,0.001,0.025,0.004,,0,,1024,5,53,崔恒伟,0.2,1,,,9.5,1035,,0.016,0.009,A823349,0.51,2,24.96,0,2018/6/22,2018/6/22 0:00,5.54,90,,0.761,0.728,0.16,0,,S+微量F+少量P,0,质量中心,1,0,合格,3537106.025,2091719348,2.399696772
1001A110000000001H8R,0001A11000000000JJN3,94,MD0000000005JQ8B2RM7,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.027,0.009,,,0.5,0.5,0.001,,0.018,0.018,,0,,,1297,,48.2,吕青,0.18,1,,S+微量Fe3C+少量P,9.5,1125,质量中心,0.012,0.006,1831759Y,0.52,1,26.9,0,2018/3/22,2018/3/22 0:00,5.52,90,,,0.831,0.17,0,,,0,,1,0,合格,1429488.84,630528800,1.927603784
1001A110000000001H8R,0001A11000000000JJN3,95,MD0000000005JQ8B47PZ,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.018,0.01,,,0.5,0.5,0.003,,0.002,0.026,,0,,,342,,43.1,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1116,质量中心,0.013,0.013,1835964,0.53,2,26.9,0,2018/8/2,2018/8/2 0:00,5.54,90,,,0.838,0.19,0,,,0,,1,0,合格,2456594.306,1207676634,3.288898051
1001A110000000001H8R,1001A110000000009MGI,96,MD0000000005JQ8BN0L2,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.015,0.014,0.031,,0.5,0.5,0.001,0.006,0.002,0.02,0.002,,0,,558,5,49.7,崔恒伟,0.2,1,,,9.5,1016,,0.01,0.01,A824935,0.52,2,24.39,0,2018/9/14,2018/9/14 0:00,5.53,90,,0.774,0.738,0.06,0,,S+微量F+少量P,0,质量中心,1,0,合格,836668.95,385269299,1.347212894
